player_name,year,target_points,datapoints,points,preseason_rank,passing_attempts,passing_completions,passing_yards,passing_touchdowns,passing_interceptions,passing_two_points,rushing_attempts,rushing_yards,rushing_touchdowns,rushing_two_points,receiving_receptions,receiving_yards,receiving_touchdowns,receiving_two_points,fumble_fumbles,fumble_touchdowns,pat_attempts,pat_made,fg_attempts,fg_made,fifty_yd_fg_made,defensive_sacks,defensive_interceptions,defensive_safeties,defensive_fumble_recoveries,defensive_blocked_kicks,defensive_touchdowns,defensive_points_against,defensive_passing_yards_allowed,defensive_rushing_yards_allowed,defensive_total_yards_allowed
Clay Harbor,2011,4.0,5,3.4,86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6,25.6,0.2,0.0,0.0,0.0,,,,,,,,,,,,,,,
Clay Harbor,2012,3.7777777777777777,6,4.0,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1666666666666665,26.666666666666668,0.3333333333333333,0.0,0.16666666666666666,0.0,,,,,,,,,,,,,,,
Clay Harbor,2013,4.571428571428571,9,3.7777777777777777,89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,30.22222222222222,0.2222222222222222,0.0,0.1111111111111111,0.0,,,,,,,,,,,,,,,
Alge Crumpler,2010,,3,5.0,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,13.666666666666666,0.6666666666666666,0.0,0.0,0.0,,,,,,,,,,,,,,,
Alge Crumpler,2011,,0,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alge Crumpler,2012,,0,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alge Crumpler,2013,,0,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Purvis,2010,,3,1.0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Ryan Purvis,2011,,0,,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Purvis,2012,,0,,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ryan Purvis,2013,,0,,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Logan Paulsen,2010,1.8,1,6.0,146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
Logan Paulsen,2011,3.875,5,1.8,150,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8,24.8,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,
